"Users","New_users","Avg_session","Pages_session","Sessions","P_rebound","Author","Section","Year","Month","Day","Days_count","Title_length","Subtitle_length","Content_length","anger_title","anticipation_title","disgust_title","fear_title","joy_title","sadness_title","surprise_title","trust_title","negative_title","positive_title","anger_subtitle","anticipation_subtitle","disgust_subtitle","fear_subtitle","joy_subtitle","sadness_subtitle","surprise_subtitle","trust_subtitle","negative_subtitle","positive_subtitle","anger_content","anticipation_content","disgust_content","fear_content","joy_content","sadness_content","surprise_content","trust_content","negative_content","positive_content","Topics"
39,12,51,1.52,31,87.1,"Camila Pujalví","actualidad",2024,"1",2,58,71,129,2474,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,8,1,7,4,6,4,9,11,19,NA
12,9,210,1.25,16,87.5,"Marco Chavarría","actualidad",2023,"9",4,178,68,143,2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,2,6,5,4,2,8,5,16,NA
27,24,262,1.28,29,89.66,"Valeria López","actualidad",2023,"12",4,87,55,75,1948,3,1,2,2,0,2,1,0,2,0,2,0,2,1,0,2,0,0,2,0,6,6,4,3,3,2,1,3,7,9,NA
35,29,172,1.32,34,76.47,"Juanlu Martín","actualidad",2023,"12",18,73,91,158,2403,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,11,3,10,8,1,8,2,3,13,10,NA
187,58,32,1.4,164,82.93,"Camila Pujalví","actualidad",2024,"2",7,22,67,145,2354,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,15,1,11,7,5,5,13,9,24,NA
50,24,8,1.1,50,90,"Camila Pujalví","actualidad",2024,"2",7,22,67,145,2354,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,15,1,11,7,5,5,13,9,24,NA
107,96,146,1.34,107,81.31,"Marco Chavarría","actualidad",2023,"10",4,148,52,100,2868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,16,1,0,26,5,46,NA
136,119,102,1.24,143,85.31,"Camila Pujalví","actualidad",2024,"2",15,14,59,133,1189,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,2,1,0,0,2,3,0,3,3,7,NA
15,12,228,1.38,16,62.5,"Marco Chavarría","actualidad",2023,"10",1,151,64,126,2309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,6,4,1,1,8,8,19,NA
19,19,24,1.05,20,95,"Camila Pujalví","actualidad",2023,"10",24,128,65,123,2995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,6,4,3,2,7,6,11,21,"Animales"
209,193,197,1.46,218,76.61,"Camila Pujalví","actualidad",2023,"7",24,220,51,93,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,4,3,8,"Animales"
14,14,224,1.25,16,87.5,"Camila Pujalví","actualidad",2023,"9",15,167,70,110,2742,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,7,0,4,1,12,11,6,22,"Animales"
92,72,362,1.49,112,83.04,"Martín García","actualidad",2023,"12",28,63,70,163,1842,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,5,1,0,2,3,1,0,2,11,10,21,"Famosos"
151,147,1133,2.43,168,78.57,"Camila Pujalví","actualidad",2023,"9",18,164,54,112,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,11,0,3,1,4,6,7,6,20,NA
22,17,5,1.09,22,95.45,"Camila Pujalví","actualidad",2023,"7",23,221,73,88,1343,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,3,2,2,6,2,2,6,5,5,6,NA
62,60,55,1.3,66,77.27,"La Razón","actualidad",2023,"2",27,367,114,97,11529,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,2,32,35,36,43,13,39,9,78,86,82,NA
25,19,542,1.59,29,82.76,"Juanlu Martín","actualidad",2023,"11",14,107,89,125,2132,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,1,8,0,3,8,5,5,6,8,17,NA
690,182,20,1.28,641,88.46,"Camila Pujalví","actualidad",2024,"1",3,57,101,139,1881,0,1,0,0,1,0,1,1,0,2,0,0,0,0,1,0,0,0,0,2,1,11,0,0,6,1,4,7,2,20,NA
20,19,0,1,20,100,"Juanlu Martín","actualidad",2023,"11",16,105,71,148,1078,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2,2,3,2,1,2,3,4,3,1,9,7,17,"Fútbol"
14,10,7242,9.04,25,40,"Marco Chavarría","actualidad",2024,"1",15,45,67,151,1902,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,2,1,1,0,2,6,1,7,3,1,3,9,5,7,"Estados Unidos"
31,31,3,1.16,31,83.87,"Camila Pujalví","actualidad",2023,"7",29,215,101,158,2239,0,0,0,0,1,0,0,0,0,2,1,0,0,1,3,0,0,1,0,3,1,8,0,5,10,5,3,14,8,24,NA
169,159,381,1.6,203,77.83,"Camila Pujalví","actualidad",2023,"10",15,137,99,129,1837,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,6,2,0,16,4,1,9,9,23,"Animales"
47,29,200,1.23,47,87.23,"Martín García","actualidad",2023,"12",25,66,123,112,2128,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,5,6,3,2,6,1,5,7,5,28,NA
34,32,124,1.29,35,77.14,"Carla Castejón","actualidad",2023,"9",7,175,46,82,1399,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,12,3,4,11,3,6,12,10,21,"Animales"
73,68,260,1.41,81,70.37,"Camila Pujalví","actualidad",2023,"9",21,161,57,72,2509,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6,13,2,8,7,9,5,13,17,45,NA
14,12,7,1.14,14,85.71,"Camila Pujalví","actualidad",2024,"1",22,38,88,115,962,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,4,0,3,2,3,4,0,2,2,3,9,6,NA
27,22,526,1.92,26,65.38,"Camila Pujalví","actualidad",2024,"2",12,17,119,52,1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,1,4,2,3,5,4,7,NA
56,39,265,1.34,77,85.71,"Camila Pujalví","actualidad",2023,"12",16,75,73,114,2253,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,6,5,6,1,1,23,8,35,NA
22,20,599,1.7,30,80,"Camila Pujalví","actualidad",2023,"8",4,209,75,169,2830,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,3,0,2,2,10,2,9,10,4,11,15,9,33,NA
27,7,18,1.16,25,88,"Camila Pujalví","actualidad",2024,"1",30,30,55,108,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,4,0,4,8,5,NA
16,12,4,1.19,16,87.5,"Marco Chavarría","actualidad",2024,"1",23,37,152,139,1348,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,3,0,2,1,0,0,1,1,2,3,5,4,NA
31,27,73,1.11,36,88.89,"Marco Chavarría","actualidad",2023,"9",29,153,75,104,1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,6,2,6,1,8,6,4,10,6,"Cine"
16,16,52,1.38,16,68.75,"Patricia Poncini","actualidad",2023,"9",2,180,59,138,1687,3,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,1,0,4,0,13,6,3,2,4,1,10,11,14,10,NA
21,16,275,1.29,21,80.95,"Marco Chavarría","actualidad",2023,"8",13,200,110,193,1515,3,0,4,4,0,2,1,0,4,1,7,2,3,9,0,8,1,0,10,1,20,10,5,26,3,10,8,8,26,16,NA
17,16,1177,2.4,25,48,"Kiara Hurtado","america",2020,"7",14,1325,57,191,2770,1,0,0,1,0,1,0,0,1,0,1,1,0,4,0,1,1,0,6,1,19,14,12,25,8,13,7,9,34,14,NA
41,40,458,1.64,47,82.98,"José Lugo","andalucia",2020,"7",18,1321,47,57,13768,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,47,8,55,36,63,25,84,116,106,NA
16,16,12,1.38,16,75,"Juan Diego Márquez","andalucia",2022,"3",2,729,43,98,1472,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,2,0,1,3,6,3,5,5,3,3,11,10,14,NA
15,12,491,1.62,16,87.5,"C. Laraña","andalucia",2022,"3",7,724,52,131,7803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,4,19,22,14,15,24,28,49,NA
19,15,56,1.23,22,77.27,"Elena Genillo","andalucia",2023,"1",11,414,52,113,1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,1,4,2,7,NA
19,11,167,1.71,17,58.82,"Miguel González Quiles","andalucia",2023,"1",13,412,96,122,5769,3,0,1,3,0,3,1,1,3,1,0,0,1,0,0,0,0,0,1,1,44,26,27,54,10,48,20,43,72,47,NA
20,16,448,1.5,20,80,"Juan Diego Márquez","andalucia",2023,"2",3,391,43,110,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,4,1,1,10,9,12,NA
98,36,36,1.16,100,88,"Redacción Andalucía","andalucia",2024,"1",31,29,83,56,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,4,4,1,4,7,4,16,NA
20,11,12,1.2,20,75,"Redacción Andalucía","andalucia",2024,"1",31,29,83,56,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,4,4,1,4,7,4,16,NA
71,37,124,1.36,70,81.43,"Fran Cárceles","andalucia",2024,"1",20,40,50,107,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,3,4,0,3,2,5,10,NA
35,14,52,1.58,26,80.77,"Lorena Velasco","andalucia",2024,"1",11,49,52,128,3683,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,5,10,2,8,4,1,2,11,3,22,NA
55,20,57,1.08,53,86.79,"Miguel González Quiles","andalucia",2024,"1",27,33,68,95,1923,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,5,1,6,1,4,1,3,10,5,NA
25,19,751,1.81,27,74.07,"Miguel González Quiles","andalucia",2023,"2",14,380,37,148,7034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,27,1,12,13,8,6,70,19,97,NA
16,10,4,1.05,19,89.47,"Juan Diego Márquez","andalucia",2024,"1",10,50,60,94,1286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,2,4,0,1,0,8,3,11,NA
15,9,156,1.21,52,84.62,"Carmen Laraña","andalucia",2024,"1",17,43,86,132,2326,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,2,2,2,2,2,19,6,21,NA
17,15,29,1.5,20,75,"Elena Genillo","andalucia",2023,"6",26,248,80,92,2897,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,2,7,2,6,3,2,3,15,10,26,NA
83,41,12,1.18,88,90.91,"Lorena Velasco","andalucia",2024,"2",18,11,84,148,2811,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,7,1,8,2,4,2,13,14,11,NA
25,6,23,1.24,25,80,"Agencia Efe","andalucia",2024,"2",11,18,61,70,1638,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,8,0,1,7,0,4,6,1,17,NA
25,1,1,2.06,17,94.12,"Carmen Laraña","andalucia",2024,"1",23,37,125,117,2092,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,1,0,1,6,1,3,2,1,2,30,7,21,NA
56,36,14,1.21,58,81.03,"Fran Cárceles","andalucia",2024,"2",12,17,69,136,1770,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,5,2,2,4,4,6,NA
62,20,11,1.37,52,94.23,"Miguel González Quiles","andalucia",2024,"2",3,26,74,50,1557,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,1,2,2,1,0,0,4,9,7,NA
72,30,2,1.14,73,95.89,"Lorena Velasco","andalucia",2024,"2",19,10,121,89,4289,0,2,0,1,1,0,0,2,1,5,0,3,0,1,0,0,0,0,2,1,2,14,1,5,6,3,4,23,10,33,NA
90,41,17,1.19,95,80,"Carmen Laraña","andalucia",2024,"1",27,33,95,115,2897,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,10,10,2,10,6,5,4,17,10,40,NA
16,11,49,1.19,16,87.5,"Carmen Laraña","andalucia",2022,"10",1,516,75,87,2014,5,0,3,5,0,4,2,1,5,2,1,1,1,0,2,0,0,2,2,2,19,10,16,22,8,15,7,14,29,20,NA
16,12,0,1,17,100,"Agencia Efe","andalucia",2024,"1",20,40,68,82,2976,0,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,1,4,15,1,9,12,12,10,10,14,39,NA
16,14,8,1.24,17,82.35,"Lorena Velasco","andalucia",2024,"1",7,53,97,64,1159,2,1,0,4,1,4,2,0,4,1,1,0,1,1,0,0,0,0,1,0,3,3,3,6,0,4,1,8,8,14,NA
25,19,3,1.08,25,88,"Pedro García","andalucia",2024,"1",3,57,98,172,5482,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,1,1,1,5,1,14,1,5,8,4,4,32,20,45,NA
22,9,119,1.18,22,90.91,"Agencia Efe","andalucia",2024,"2",5,24,90,129,2863,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,2,9,11,9,7,12,6,2,28,23,49,NA
15,2,0,1,15,100,"Lorena Velasco","andalucia",2024,"2",5,24,112,79,4708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,8,9,16,4,10,19,22,34,NA
15,7,1,1.14,14,85.71,"Agencia Efe","andalucia",2024,"2",4,25,64,78,4734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,14,1,5,6,5,8,12,16,35,NA
20,7,2,1.05,21,95.24,"Pedro García","andalucia",2024,"1",13,47,69,88,4204,1,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,19,10,27,4,17,5,20,46,26,NA
42,15,32,1.7,27,74.07,"Elena Genillo","andalucia",2024,"2",14,15,132,119,1631,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,10,4,6,12,4,11,9,9,15,8,NA
14,7,0,1.27,11,100,"Fran Fernández","andalucia",2024,"1",2,58,61,103,4262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,1,6,14,13,5,22,17,41,NA
16,12,13,1.19,16,87.5,"Álvaro Olloqui","andalucia",2023,"10",26,126,79,131,2400,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,1,0,0,1,1,24,17,11,28,3,17,5,23,31,21,NA
17,5,12,1.18,17,70.59,"Lorena Velasco","andalucia",2024,"2",12,17,93,91,3717,0,0,0,0,0,0,0,1,0,0,3,1,3,2,0,2,0,0,7,0,7,17,4,16,4,9,8,24,16,26,NA
35,27,195,1.27,37,83.78,"Pedro García","andalucia",2024,"2",13,16,82,186,2053,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,3,1,2,5,5,4,3,2,8,1,5,2,9,13,9,NA
52,35,118,1.26,53,88.68,"Miguel González Quiles","andalucia",2023,"1",24,401,64,123,12840,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,72,52,57,65,44,72,31,79,154,117,NA
248,39,471,4.22,68,89.71,"Juan Diego Márquez","andalucia",2024,"1",27,33,91,118,5801,1,0,1,0,0,1,1,0,2,1,1,1,0,0,1,2,1,2,0,3,14,34,11,11,27,24,11,72,34,104,NA
24,17,5,1.18,22,90.91,"Héctor Herrera","andalucia",2024,"1",30,30,107,75,2812,0,0,0,0,1,0,2,1,1,3,0,1,0,0,1,0,2,1,1,1,4,15,3,4,14,4,18,15,12,35,NA
45,25,3,1.18,44,90.91,"Redacción Andalucía","andalucia",2024,"1",28,32,94,114,3578,1,0,2,1,0,1,1,1,3,3,0,0,0,0,0,0,1,1,1,2,5,15,9,6,12,7,10,26,19,56,NA
118,93,94,1.29,113,91.15,"Miguel González Quiles","andalucia",2024,"1",29,31,107,65,6553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,31,12,16,29,42,41,67,58,110,NA
15,7,148,1.33,15,80,"Miguel González Quiles","andalucia",2024,"1",30,30,64,114,6046,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,31,10,10,28,16,18,48,30,81,NA
15,14,335,1.88,17,58.82,"Miguel González Quiles","andalucia",2023,"7",20,224,82,96,5631,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,3,2,6,2,5,26,10,52,NA
47,37,388,1.5,52,84.62,"Miguel González Quiles","andalucia",2023,"5",8,297,54,104,2856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,3,1,5,7,12,NA
49,19,124,1.48,46,73.91,"Miguel González Quiles","andalucia",2024,"1",27,33,115,171,3882,1,0,1,1,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,2,9,27,8,8,23,16,7,45,20,73,NA
17,6,306,1.36,22,90.91,"José Lugo","andalucia",2024,"1",21,39,117,151,6656,0,0,0,0,1,0,0,2,0,3,0,0,0,0,1,0,0,0,1,2,9,17,6,12,11,7,6,33,29,59,NA
29,19,10,1.17,30,83.33,"Redacción Andalucía","andalucia",2024,"1",8,52,86,53,1864,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,2,3,10,2,9,7,3,22,NA
62,45,438,1.59,63,84.13,"Redacción Andalucía","andalucia",2024,"1",29,31,88,63,1758,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,7,6,9,5,4,6,7,8,17,16,NA
25,10,1,1.15,26,92.31,"Miguel González Quiles","andalucia",2024,"1",28,32,76,128,2019,0,0,0,0,0,0,1,0,2,0,1,1,0,0,2,0,0,2,0,3,10,6,10,3,8,10,6,15,17,30,NA
36,9,47,1.26,35,105.71,"Pedro García","andalucia",2024,"1",30,30,62,121,4323,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,13,2,8,12,3,7,30,18,50,NA
14,4,38,1.6,10,90,"Carmen Laraña","andalucia",2024,"1",15,45,109,96,5395,1,0,1,1,0,1,0,0,3,0,0,0,0,0,0,1,0,0,1,0,22,24,11,35,9,16,5,48,29,56,NA
25,25,706,2.07,27,74.07,"La Razón","atusalud",2016,"10",6,2702,43,89,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,12,15,20,19,8,22,39,37,"Alimentación"
22,20,570,1.61,31,77.42,"La Razón","atusalud",2017,"3",11,2546,77,114,4352,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,10,11,13,19,10,20,3,17,31,47,"Alimentación"
22,20,4001,5.48,29,82.76,"La Razón","atusalud",2019,"8",6,1668,27,88,954,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,2,1,2,0,7,2,0,4,6,11,"Alimentación"
17,17,680,2.1,20,55,"La Razón","atusalud",2016,"3",28,2894,72,190,5412,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,10,6,6,6,7,3,27,9,53,NA
142,137,122,1.26,151,83.44,"Pilar Pérez","atusalud",2019,"3",29,1798,44,103,3053,0,1,0,3,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,6,6,2,11,2,9,2,11,17,19,NA
12,12,99,1.17,12,75,"La Razón","atusalud",2019,"3",16,1811,46,99,3861,0,0,0,0,1,0,0,1,0,2,0,0,1,0,1,1,0,1,1,2,4,14,18,16,20,15,5,29,27,63,NA
25,24,64,1.45,29,82.76,"I. Trujillo","atusalud",2019,"5",13,1753,72,118,2538,0,2,0,0,2,0,0,2,0,3,0,2,1,2,1,1,1,3,2,4,2,10,7,8,8,8,5,16,14,31,"Sexo"
20,20,78,1.24,21,71.43,"La Razón","atusalud",2014,"11",24,3384,57,0,1533,0,1,0,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,1,7,1,5,0,2,13,7,NA
16,16,28,1.12,17,94.12,"La Razón","atusalud",2019,"6",4,1731,70,156,2707,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,3,1,2,10,4,7,0,6,0,3,17,13,NA
15,14,617,1.82,17,82.35,"Pedro del Corral","atusalud",2019,"9",3,1640,47,164,4237,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,8,5,12,5,13,1,13,29,28,NA
57,56,167,1.26,61,81.97,"La Razón","atusalud",2019,"5",11,1755,41,113,2670,3,0,2,2,0,4,1,0,4,0,0,1,0,0,2,0,0,3,0,4,6,8,6,10,10,11,1,17,19,35,"Alimentación"
1510,1,435,1.53,1707,79.85,"La Razón","atusalud",2017,"9",18,2355,54,97,3803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,7,18,11,19,12,18,29,39,"Lenguaje"
12,12,2,1.25,12,83.33,"La Razón","atusalud",2016,"11",3,2674,40,123,1235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,1,7,3,3,6,6,3,9,9,19,NA
98,98,5,1.18,98,84.69,"La Razón","atusalud",2016,"3",14,2908,53,208,3478,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,9,4,3,11,4,15,5,11,26,25,NA
26,24,127,1.15,27,88.89,"La Razón","atusalud",2016,"1",29,2953,60,113,2358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,4,2,8,6,20,"Alimentación"
21,19,484,2.14,21,76.19,"La Razón","atusalud",2015,"11",13,3030,51,314,2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,11,4,5,13,8,4,21,13,50,NA
14,14,0,1,15,100,"La Razón","atusalud",2015,"8",5,3130,27,282,2932,0,0,0,0,0,0,0,0,0,0,3,4,3,5,3,2,1,2,5,6,6,12,12,13,10,12,3,13,24,30,NA
35,35,64,1.06,35,97.14,"La Razón","atusalud",2015,"10",7,3067,32,270,2939,0,0,0,0,0,1,0,0,1,0,3,2,3,4,1,7,2,1,7,3,3,10,3,7,9,21,4,14,22,33,NA
16,17,1319,2.47,17,88.24,"La Razón","atusalud",2016,"5",6,2855,65,163,2470,0,0,0,1,0,1,0,0,1,2,1,1,3,3,3,7,0,4,9,5,6,4,7,10,5,22,3,10,26,24,"Alimentación"
37,34,128,1.08,39,89.74,"La Razón","atusalud",2015,"6",15,3181,28,179,2357,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4,9,4,3,4,1,12,12,17,"Alimentación"
15,12,457,1.55,20,75,"La Razón","atusalud",2016,"7",28,2772,30,140,2217,0,1,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,3,5,1,5,7,1,1,9,10,17,NA
27,29,595,1.71,31,77.42,"La Razón","atusalud",2015,"8",6,3129,43,189,2957,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,2,1,7,8,10,12,5,11,1,15,15,43,"Enfermedades"
27,27,75,1.07,29,89.66,"La Razón","atusalud",2014,"12",22,3356,53,483,2674,1,0,3,3,0,4,0,0,4,1,2,1,2,5,0,8,0,1,12,3,10,5,10,17,5,18,1,13,30,29,"Alimentación"
31,30,31,1.25,32,78.12,"La Razón","atusalud",2015,"2",12,3304,62,0,1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,7,3,9,5,4,19,17,"Sexo"
40,40,607,1.94,47,63.83,"La Razón","atusalud",2016,"2",29,2922,66,269,3906,0,1,0,0,1,1,0,1,1,1,0,3,0,2,1,2,0,2,2,2,0,18,3,12,11,18,4,22,17,37,NA
21,21,2328,3.8,30,56.67,"La Razón","atusalud",2015,"11",23,3020,55,0,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,6,2,3,1,18,6,29,"Enfermedades"
22,21,45,1.08,25,88,"José María Fernández Rúa","atusalud",2019,"1",22,1864,30,76,1903,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,1,0,3,4,4,0,10,0,3,6,1,3,16,6,25,NA
92,93,497,1.69,109,70.64,"La Razón","atusalud",2016,"10",10,2698,68,239,8090,0,0,1,0,0,1,0,0,2,1,1,1,2,2,0,2,0,1,3,3,14,15,28,29,4,26,4,34,49,73,NA
14,14,868,2.47,19,73.68,"La Razón","atusalud",2016,"3",14,2908,36,200,3698,0,0,0,1,0,1,0,0,1,0,0,1,0,2,0,2,0,0,4,3,13,11,12,35,0,32,1,6,51,26,NA
14,14,1348,2.67,15,73.33,"Pilar Pérez","atusalud",2019,"5",6,1760,65,134,3758,0,0,1,2,0,2,0,1,1,0,1,0,0,1,0,1,0,0,1,1,13,11,14,27,3,19,3,19,39,27,"Enfermedades"
46,42,170,1.23,47,87.23,"La Razón","atusalud",2019,"5",30,1736,59,101,2535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,11,3,12,1,9,20,15,"Enfermedades"
16,15,495,1.81,16,68.75,"La Razón","atusalud",2018,"4",28,2133,48,180,3213,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6,5,4,14,1,9,2,6,22,26,NA
14,14,1283,2.57,14,50,"Eva S. Corada","atusalud",2017,"11",20,2292,41,102,3050,1,1,1,1,1,1,1,1,1,1,1,0,2,4,0,3,0,0,5,0,6,5,12,26,2,26,1,8,40,21,NA
32,30,360,1.53,34,73.53,"La Razón","atusalud",2016,"10",25,2683,47,77,3536,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,19,9,17,10,15,4,10,21,29,"Enfermedades"
78,75,91,1.14,80,90,"La Razón","atusalud",2016,"1",25,2957,23,314,4815,0,0,1,0,0,0,0,0,1,0,5,0,5,4,2,2,0,5,8,5,17,16,33,19,5,23,4,15,70,26,NA
24,22,45,1.04,25,96,"Pilar Pérez","atusalud",2018,"12",18,1899,70,112,6547,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,13,20,25,38,12,32,10,22,59,57,NA
12,12,1,1.07,14,85.71,"La Razón","atusalud",2019,"10",11,1602,32,82,2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,7,3,2,1,9,7,33,"Música"
27,26,7,1.12,26,100,"Jorge Herrero","bienestar",2022,"11",12,474,75,194,4393,2,0,0,2,1,2,0,0,3,1,1,2,0,2,0,1,0,1,2,2,29,5,16,22,27,44,5,21,58,43,"Enfermedades"
